threshold	R2	AvgRSS	GM
0.1	0.8985897694979993	0.7459498980579736	0.8187203105780206
0.2	0.9153385543535686	0.7606341698796505	0.8344086417634743
0.3	0.9229859819271856	0.7803033153774679	0.8486512957302962
0.4	0.9122140258600288	0.8063603791383143	0.8576556696878886
0.5	0.8166924487253129	0.8336457332168076	0.8251255511922071
0.6	0.791104398951753	0.8534894457831199	0.8217050900523374
0.7	0.8417840082478629	0.8666240999928473	0.8541137562035725
0.8	0.958754286611678	0.8570548205948261	0.9064794443926968
0.9	0.904391429768308	0.8618050183002467	0.8828414765302223
